"","NU_IDADE","TP_SEXO","TP_ESCOLA","TP_ENSINO","SG_UF_PROVA","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","TX_RESPOSTAS_CN","TX_RESPOSTAS_CH","TX_RESPOSTAS_LC","TX_RESPOSTAS_MT","TP_LINGUA","TX_GABARITO_CN","TX_GABARITO_CH","TX_GABARITO_LC","TX_GABARITO_MT"
"11",21,"M",1,NA,"MG",541.1,404.9,485,495.8,"BECADAACBEEDCDBECAADDCBACACADABDCDCACCEDAABBE","BDAAACAEBDDEBACAEDCDEEADCCAEEEADABACCECABCBBA","99999DCBAABCDDDAEDEEBEBACABDCCEBAECCABBEEABDEEDAEE","ACBCEEDACADCBEBECEAECBAEBCBEBBEBABBDECAACAADE",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"12",22,"F",1,NA,"BA",505.9,558.7,597.7,454.7,"CECECDAADDBECDBEAAACDBCAABEBDDDCCDAACBDACEBBD","BEAECAEBDABABADBABAEBBBEBEBEEDBCADAEABADCCEBD","99999DDBEEBCAECAACCECDAEBADEDCDBDBDEAABEBACDAEADBE","BEACECBCDEEAEBCEAADDCABBEEBCDBDDCBBCCACCEEECE",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"13",30,"F",1,NA,"SP",400.2,483.9,523.1,530.7,"CDEDEEDDEDBEBCDECADBABDCEDCAEADBAADADAEDEECCA","BCBEABBEDAAEEBBADCBCCADEDCEEBEBAEECEECDDCDDBA","EDBDE99999BDBBAAEBCCBDBEEAEEECDDBACDCBBDCABEEEEDAC","DCEDDCEDBDABCCCAEEAABACEADDABAADDEECBDCAEDEDD",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"14",19,"F",1,NA,"GO",577.2,544.5,508.5,538.3,"CDCBCDBEABEDABBEECBAACBBCDDACECEDDCEBADECBDAE","DBCEBADEDACEBCDADABDBEBDEADEBCBABEBCAADCCCDBB","99999EDACABCDABAABBDDBEEAEACBCBBBDABADBDDBBDEADDCD","BDCAEECDAABDECCDCEABDBACAECDBCADCBDDCCABBCECE",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"15",20,"M",1,NA,"MG",590.9,513.6,542.7,504.9,"CDABCABEEBEABABDEDABEBDCAAEEBDBDABCDADEDBECAD","CEDECECEAEBBBECDDCB**BCEDBEBECDDABABBCBDEDBEC","99999EDBCEBEBEBBEBCCCDDEEAEECBBBBCABDDAEEAADADDDCC","BEABBAEDCAEDEBCDCAAEBBEBBEBCBDBDABEDECCBBDDBB",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"16",20,"F",1,NA,"MG",682.9,640.2,641.4,715.1,"AEBBDABCBBEDDCBBBCADEDCBACDADEBDDACCAEEDBEBCE","CEADCADBEABABEDAEEADCAAEDAECBEBBAECEEABCCDEDD","DCCDE99999BDDEDAABCECDBECADEDEEBBBDEADBAEABAAEDDBB","DBBCDECAAABDEBBDDDABDCEDDAACACBBDACDCECCCBECB",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"17",17,"F",4,1,"PE",583.7,638.6,630.5,600,"CAEBAAAABDEABDBBBAEDBDCCADBAEEDBCDCDAEEBCEACA","CDBECADEEABCBBEDECDEDDBBEAECAABDAECCECBDCCCED","DDCDE99999BCDEDAABCDDDABBAEEDAABABDEADBAEABBADDDCB","CBBACCDAECABBCADEBABCCEDCCCDBCBADBEDEEBABCEBE",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"18",19,"F",1,NA,"RS",642.2,617.2,634.5,802.1,"AECBCACABBECCCBDBBACECBBADCACECADCCCCBDDCEECA","CDBECADEEABDBECDEDABDDBBDBECAEECAECDCABCCDEAC","DCCDD99999BDAEDAEDCCCDCEEAEEDEABBBDEADBCCABAADDDCB","CCBCDABCBACAEBBDCDABDCEDEDCDBECCCAEABCBCCCEBD",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"19",41,"F",1,NA,"SP",561,577.4,572.5,508.8,"ADAEEDBCDBDEBCBCBAEDDCEEAADBEABBCBDBCDEDDEBAD","CEEECADEECBBBBEEACDAABCADAEBECAAEEACBEACCECDA","99999DCBEECDAEAAEDCEDCBDCADEDDDBBADDADBACAABADDCCB","AADABDDCABDBECADCEADCAEEBDBDBABBDBCDECCCCEEBA",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"20",21,"F",1,NA,"GO",578.1,585.3,594.5,606.1,"AEEBCAAEBBEBBBBEDBAABEEAADCBDEBBDADBDADCCAAEC","CDBECADEEACABDDEABABADBEEAABBEEBBCAABBBDCCACA","DDEDE99999BAAEDADBACCDABBADEDDEBBCAEADBCCAADAEDDCE","DCBADCACADCCEECDECABABDBBCDCBEEBABBAADADCCECD",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"21",18,"F",1,NA,"BA",498,513.1,554.1,493,"DDCDDCBEBDDEBCDBBBADDADEADEEDCCBABCDDDACCBCDA","BEAECABEAEBABBEAAEABCCDEEEABDCBDABCDEDECADDEC","EDCDB99999BACEDDEBCCDECECABACBABBADEABBBEABBBDDDCC","EACEADCCBCEAEECDAAABDCABABABECBCABDACDBEBCDAA",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"22",20,"M",1,NA,"BA",469.1,461.7,522.7,391.8,"BAEDEDCCCBEECADBCABDDECAEEBBEECCDBCECDDDECCBC","EDAECEDEDBACBCEADECDAEBBBBDEEACBDEAAEEADECDEC","99999BCBDEBCBBDEDDCEDEEEEADEAEEBDADEADDCCDCABDEDCE","DACBCCAEBCACCCADDBCBBDDCBBDCDCDCBDBBDCCCECBDA",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"23",34,"M",1,NA,"SP",619.2,697.1,611.8,567.2,"CCCBEABECBEBAEBCABACEAAEAAEAEBBCDACCAABDAEBDC","CDDECADBDABABBDAECDECDBCBAEDBABBABCCAEBCCCCCE","DAEDE99999BDAEEAEDCDCDAEBADADCDBBADEABBDDABEACDDCB","DEAABCADDDDABBDADEABAADDBABDBCCDDDEDEDEACEBAA",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"24",27,"F",1,NA,"GO",625.2,666.6,564.8,703.7,"CEEBDBCCBBCEBEBCBECECECBACABCCDBDACCDEADBEBAE","CDDEBADEEDBDBEDAECAEDDADBAEBBEBBACCCDDACCCDEA","DCEDE99999BDAEDABBCDCDBEEEEECADBBACEDCBEEAADBDDDCD","CABCEABCDECDEBBDDAABCBEEAACEBEDCBAEBEDBECEEBA",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"25",23,"F",1,NA,"RN",526.1,408.5,516.6,477.3,"BADEACBABEEACCDBDCADBDBEADEEDDCDABBECBDACEEDD","DABEACCAAEACEEAAAEDBEACDBBEACDABCDEDCBABEACDB","99999EDBCABABAABAEDDCEAECADECEBBBCADCDBDEACEABBDBE","ACEBBCADCCACBCCABDAEDCCAADAEBCEBCACEDBAECBCDE",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"26",23,"F",1,NA,"RN",402.2,551.6,547.2,391,"ADADDCEBBAADCDEDADECEBDCBBDBDACABAABCDEEAEBDC","BDACBADDDABCBBDADBCAABDBBEEEBABAAAABBABADBACD","99999BDBECBCBBAAEDEABDAEAAEEACABACDEADBCBADDBEDACB","AAABBBCCCDDDDECEEABDBAACACDDDAABEECBDAACCEEBC",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"27",44,"F",1,NA,"GO",500.9,534.1,436.8,405.8,"DEBBAADDDBEBCCBECBDDBCCCEBCCBEDEDBCACCBCDDBED","BDCEAEBCECBABCDBACABEDBAEADEBAABBADBECBAEEDBA","EABEB99999ACBBDDDDDEBEBEBACABBDCDADAEEEECACDCADDCD","DEBBCBADAACBBBEBEDCACBBBDBEDEBDABDBEDC*AACBCC",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"28",35,"F",1,NA,"RN",570.2,640,609.1,627.2,"CACBEABDBBEAADECCADCABBACAEAEBCBBBEBCABDDECDE","CDEDCCDEEBBDBEDDDCBECDBEDAEEEAABABCCBEBDCCCDC","DCCDE99999BCAEDABECECDAEEEEEDEDBBCDBACBAEACCAEDDCB","DBACCBDEAECAEBBCCBABACCABADEBBCECBEBEEECBCECC",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"29",18,"M",2,1,"MS",433,415.2,457.3,425.1,"ECCEDADABDBCBDEDBADBACCCDADBBEDBDBDDADDDABACA","ADBECAEEDDADBAEBDDCBEEEDBBBDAEADBEDCBBDCBEDDB","BCAEA99999BDCBACBCACCDCAAADBACDEDCDAEABDAADEBECDDE","CBACABEBCACABCCDDACBDDDBBCDBEDEDCBDACBDAEEECC",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"30",34,"F",1,NA,"RS",603.9,660,600.7,740.4,"CEEBEABABEDBADDEBBECECBEADDACDBBDCBDCCBCDEACE","CDAECADCEABDBCDDEBBEBBBCDAECBEBBABCBACAECCCEE","99999CDBEEBDDECAEDCCCDCEDAAADDDBBADEADBDDABBADDDCB","BDBCCEECCBAABCBEDAABACDBADCCBECDAABBABBBAEEBD",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"31",27,"M",1,NA,"MG",529.6,609.4,551,653.5,"CDABEBDABBEADBEBEABDBAEECDBAABEABBCEAEBCBEEDE","CDAECAAEEAAABBBAAEAEBABBDAEBBEEBACCCE*ADCCCEA","DDBDD99999BDDEAABDBACEAEEEDEDBEBBADEDCBCCDAAACEDED","DCCCACCCBEEADBBECEABECEDBCDABABACBCABBCCCCECE",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"32",16,"F",1,NA,"BA",551.4,603.6,558.3,531,"DDBBCAAEADABBCBEBCACABDCCDCADAECDCCACADCCECCE","CDBDCABEEBBABBDAECBABABEDAEAECBDACADAEADECEEA","DDADB99999BDDEDACACECDCEBEBEABCEBECACCBEEACBADDDCA","BCBAECBCBEDDECCBDCAADCDDCBCBAABCAADDAEABDCEBC",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"33",22,"M",1,NA,"RO",600.6,558.5,569.4,383.5,"EECBDBDEBBBDCBEBBAADEBEEACBADECACDCDABDDACDBD","BDDDCADBAABDBDAADCDDDBBADADEDCBADCADDEACCDDDA","DDDDE99999EDBAEAEDCADDAEEADEEBDBACDEBDBAECBDAEDDDB","CCCCADEBDDEECCCBEADCCCCD.CDDDCDDEECDCBDECDDDD",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"34",22,"F",1,NA,"RS",582.9,555.3,520.4,598.8,"CDDDBCDECBEADCBDBAEDADBEAAEACAEDDBDCADEDAECDE","BDBACACEEDAEBEABABBDCDBADAAEDCADACBDCEDBCCCAC","99999ADBECBCBECCEDDEBDCEEADEBADBBEAEADBCBDCEEECBBD","ECBCBCAEAEDBCCBDCCAECADACDDDBAEDCBEACBCACCEAA",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"35",21,"F",1,NA,"GO",491.5,502.7,463.5,443.4,"ABADDADADDEDCDCBCEBDCBABAAABEDADBBBDADEACEBDE","BBDDCCBECAADBBCAEDAEEBAADEEEDAEABEDEEECEECDEB","99999DABEBAABCBBEDDEAEBDAADAACCBDACECBBDEEEBADDDCE","BABBBACDBBECBCAEDAAEBBBCCEAAACBDCDDCCEACADEAE",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"36",28,"F",1,NA,"RJ",552.2,546.9,542.3,566.3,"DEADEADEBBEACBBBDAAEBCDCCCACDECCCBDBADDEAECCD","ABCEAADEECCABEDDADDBBDAEEBEEDDADCECCDDDDCDEBC","99999DDCDCBDBEAABDEECBBEEADDCCABBEAEABBDECBCADDCCC","DBBADEBCEBAEBCADDAABCCBEDDBCABCEDBCDDECABEEAB",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"37",35,"F",1,NA,"MG",511.7,666.5,591,561.9,"EDADAEDADCEACDBBBAADADAEEDBABBBECACEAABCBEBCE","CDDECAECEABDBCDAEBAECDBAEAEDCEBBACCBAEBDCCCEE","99999EDCEDBEAEDAAECBCDAEEADEDCABACCEADBDEABDAEADCC","ABADEEEADAAEDBCEECEBCCABADDCBBAAABEAEBEEBAEAA",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
